ANO_MES,COMARCA,SERVENTIA,novos_casos,previsto_m0_naive,previsto_m1_linear,previsto_ensemble,erro_ensemble,erro_pct,previsto_m3_lgbm,erro_lgbm
2024-10,VALPARAÍSO DE GOIÁS,"Valparaíso de Goiás - UPJ Varas Cíveis: 1ª, 2ª e 4ª",66,76.0,74.1,74.1,-8.1,12.3,67.4,-1.4
2024-11,VALPARAÍSO DE GOIÁS,"Valparaíso de Goiás - UPJ Varas Cíveis: 1ª, 2ª e 4ª",44,51.0,66.8,66.8,-22.8,51.8,63.2,-19.2
2024-12,VALPARAÍSO DE GOIÁS,"Valparaíso de Goiás - UPJ Varas Cíveis: 1ª, 2ª e 4ª",70,62.0,53.1,53.1,16.9,24.1,47.2,22.8
2024-01,VALPARAÍSO DE GOIÁS,"Valparaíso de Goiás - UPJ Varas das Fazendas Públicas, Reg. Pub. e Ambiental: I e II",12,3.0,7.2,7.2,4.8,40.0,14.2,-2.2
2024-02,VALPARAÍSO DE GOIÁS,"Valparaíso de Goiás - UPJ Varas das Fazendas Públicas, Reg. Pub. e Ambiental: I e II",14,7.0,12.6,12.6,1.4,10.0,14.5,-0.5
2024-03,VALPARAÍSO DE GOIÁS,"Valparaíso de Goiás - UPJ Varas das Fazendas Públicas, Reg. Pub. e Ambiental: I e II",19,12.0,13.7,13.7,5.3,27.9,16.3,2.7
2024-04,VALPARAÍSO DE GOIÁS,"Valparaíso de Goiás - UPJ Varas das Fazendas Públicas, Reg. Pub. e Ambiental: I e II",13,3.0,14.5,14.5,-1.5,11.5,17.7,-4.7
2024-05,VALPARAÍSO DE GOIÁS,"Valparaíso de Goiás - UPJ Varas das Fazendas Públicas, Reg. Pub. e Ambiental: I e II",24,7.0,14.8,14.8,9.2,38.3,17.0,7.0
2024-06,VALPARAÍSO DE GOIÁS,"Valparaíso de Goiás - UPJ Varas das Fazendas Públicas, Reg. Pub. e Ambiental: I e II",21,13.0,20.1,20.1,0.9,4.3,22.6,-1.6
2024-07,VALPARAÍSO DE GOIÁS,"Valparaíso de Goiás - UPJ Varas das Fazendas Públicas, Reg. Pub. e Ambiental: I e II",13,12.0,17.3,17.3,-4.3,33.1,23.4,-10.4
2024-08,VALPARAÍSO DE GOIÁS,"Valparaíso de Goiás - UPJ Varas das Fazendas Públicas, Reg. Pub. e Ambiental: I e II",17,8.0,17.1,17.1,-0.1,0.6,20.2,-3.2
2024-09,VALPARAÍSO DE GOIÁS,"Valparaíso de Goiás - UPJ Varas das Fazendas Públicas, Reg. Pub. e Ambiental: I e II",11,11.0,18.3,18.3,-7.3,66.4,17.7,-6.7
2024-10,VALPARAÍSO DE GOIÁS,"Valparaíso de Goiás - UPJ Varas das Fazendas Públicas, Reg. Pub. e Ambiental: I e II",22,3.0,12.9,12.9,9.1,41.4,18.1,3.9
2024-11,VALPARAÍSO DE GOIÁS,"Valparaíso de Goiás - UPJ Varas das Fazendas Públicas, Reg. Pub. e Ambiental: I e II",19,12.0,16.8,16.8,2.2,11.6,18.3,0.7
2024-12,VALPARAÍSO DE GOIÁS,"Valparaíso de Goiás - UPJ Varas das Fazendas Públicas, Reg. Pub. e Ambiental: I e II",12,10.0,14.3,14.3,-2.3,19.2,17.3,-5.3
2024-01,VALPARAÍSO DE GOIÁS,Valparaíso de Goiás - UPJ Varas de Família e Sucessões: 3ª e 4ª,90,68.0,105.6,105.6,-15.6,17.3,101.6,-11.6
2024-02,VALPARAÍSO DE GOIÁS,Valparaíso de Goiás - UPJ Varas de Família e Sucessões: 3ª e 4ª,137,79.0,96.6,96.6,40.4,29.5,93.3,43.7
2024-03,VALPARAÍSO DE GOIÁS,Valparaíso de Goiás - UPJ Varas de Família e Sucessões: 3ª e 4ª,133,115.0,113.9,113.9,19.1,14.4,119.7,13.3
2024-04,VALPARAÍSO DE GOIÁS,Valparaíso de Goiás - UPJ Varas de Família e Sucessões: 3ª e 4ª,138,88.0,109.8,109.8,28.2,20.4,114.5,23.5
2024-05,VALPARAÍSO DE GOIÁS,Valparaíso de Goiás - UPJ Varas de Família e Sucessões: 3ª e 4ª,124,97.0,131.9,131.9,-7.9,6.4,125.4,-1.4
2024-06,VALPARAÍSO DE GOIÁS,Valparaíso de Goiás - UPJ Varas de Família e Sucessões: 3ª e 4ª,132,104.0,126.4,126.4,5.6,4.2,124.0,8.0
2024-07,VALPARAÍSO DE GOIÁS,Valparaíso de Goiás - UPJ Varas de Família e Sucessões: 3ª e 4ª,121,110.0,128.3,128.3,-7.3,6.0,129.5,-8.5
2024-08,VALPARAÍSO DE GOIÁS,Valparaíso de Goiás - UPJ Varas de Família e Sucessões: 3ª e 4ª,151,119.0,126.7,126.7,24.3,16.1,119.0,32.0
2024-09,VALPARAÍSO DE GOIÁS,Valparaíso de Goiás - UPJ Varas de Família e Sucessões: 3ª e 4ª,134,105.0,133.5,133.5,0.5,0.4,130.7,3.3
2024-10,VALPARAÍSO DE GOIÁS,Valparaíso de Goiás - UPJ Varas de Família e Sucessões: 3ª e 4ª,131,139.0,129.8,129.8,1.2,0.9,125.1,5.9
2024-11,VALPARAÍSO DE GOIÁS,Valparaíso de Goiás - UPJ Varas de Família e Sucessões: 3ª e 4ª,110,102.0,129.6,129.6,-19.6,17.8,120.8,-10.8
2024-12,VALPARAÍSO DE GOIÁS,Valparaíso de Goiás - UPJ Varas de Família e Sucessões: 3ª e 4ª,122,113.0,117.2,117.2,4.8,3.9,96.5,25.5
2024-01,VALPARAÍSO DE GOIÁS,Valparaíso de Goiás - Vara da Inf. e Juventude Infracional,4,9.0,7.3,7.3,-3.3,82.5,8.5,-4.5
2024-02,VALPARAÍSO DE GOIÁS,Valparaíso de Goiás - Vara da Inf. e Juventude Infracional,8,5.0,8.0,8.0,0.0,0.0,7.5,0.5
2024-03,VALPARAÍSO DE GOIÁS,Valparaíso de Goiás - Vara da Inf. e Juventude Infracional,6,14.0,10.2,10.2,-4.2,70.0,8.4,-2.4
2024-04,VALPARAÍSO DE GOIÁS,Valparaíso de Goiás - Vara da Inf. e Juventude Infracional,4,16.0,9.0,9.0,-5.0,125.0,7.4,-3.4
2024-05,VALPARAÍSO DE GOIÁS,Valparaíso de Goiás - Vara da Inf. e Juventude Infracional,6,12.0,9.1,9.1,-3.1,51.7,7.1,-1.1
2024-06,VALPARAÍSO DE GOIÁS,Valparaíso de Goiás - Vara da Inf. e Juventude Infracional,12,12.0,10.4,10.4,1.6,13.3,7.1,4.9
2024-07,VALPARAÍSO DE GOIÁS,Valparaíso de Goiás - Vara da Inf. e Juventude Infracional,7,12.0,9.5,9.5,-2.5,35.7,10.1,-3.1
2024-08,VALPARAÍSO DE GOIÁS,Valparaíso de Goiás - Vara da Inf. e Juventude Infracional,8,11.0,10.4,10.4,-2.4,30.0,9.3,-1.3
2024-09,VALPARAÍSO DE GOIÁS,Valparaíso de Goiás - Vara da Inf. e Juventude Infracional,9,8.0,10.9,10.9,-1.9,21.1,9.3,-0.3
2024-10,VALPARAÍSO DE GOIÁS,Valparaíso de Goiás - Vara da Inf. e Juventude Infracional,6,2.0,9.2,9.2,-3.2,53.3,9.9,-3.9
2024-11,VALPARAÍSO DE GOIÁS,Valparaíso de Goiás - Vara da Inf. e Juventude Infracional,2,9.0,7.9,7.9,-5.9,295.0,9.3,-7.3
2024-12,VALPARAÍSO DE GOIÁS,Valparaíso de Goiás - Vara da Inf. e Juventude Infracional,8,8.0,4.3,4.3,3.7,46.2,7.5,0.5
2024-01,VALPARAÍSO DE GOIÁS,Valparaíso de Goiás - Vara da Infância e Juventude Cível,8,8.0,11.8,11.8,-3.8,47.5,11.6,-3.6
2024-02,VALPARAÍSO DE GOIÁS,Valparaíso de Goiás - Vara da Infância e Juventude Cível,15,20.0,13.0,13.0,2.0,13.3,10.9,4.1
2024-03,VALPARAÍSO DE GOIÁS,Valparaíso de Goiás - Vara da Infância e Juventude Cível,9,20.0,14.4,14.4,-5.4,60.0,14.0,-5.0
2024-04,VALPARAÍSO DE GOIÁS,Valparaíso de Goiás - Vara da Infância e Juventude Cível,18,10.0,10.9,10.9,7.1,39.4,11.1,6.9
2024-05,VALPARAÍSO DE GOIÁS,Valparaíso de Goiás - Vara da Infância e Juventude Cível,14,12.0,15.9,15.9,-1.9,13.6,15.7,-1.7
2024-06,VALPARAÍSO DE GOIÁS,Valparaíso de Goiás - Vara da Infância e Juventude Cível,18,10.0,14.7,14.7,3.3,18.3,14.6,3.4
2024-07,VALPARAÍSO DE GOIÁS,Valparaíso de Goiás - Vara da Infância e Juventude Cível,12,14.0,17.5,17.5,-5.5,45.8,16.3,-4.3
2024-08,VALPARAÍSO DE GOIÁS,Valparaíso de Goiás - Vara da Infância e Juventude Cível,15,21.0,16.7,16.7,-1.7,11.3,14.4,0.6
2024-09,VALPARAÍSO DE GOIÁS,Valparaíso de Goiás - Vara da Infância e Juventude Cível,8,13.0,16.8,16.8,-8.8,110.0,14.7,-6.7
2024-10,VALPARAÍSO DE GOIÁS,Valparaíso de Goiás - Vara da Infância e Juventude Cível,10,10.0,11.4,11.4,-1.4,14.0,12.0,-2.0
2024-11,VALPARAÍSO DE GOIÁS,Valparaíso de Goiás - Vara da Infância e Juventude Cível,8,11.0,11.0,11.0,-3.0,37.5,12.5,-4.5
2024-12,VALPARAÍSO DE GOIÁS,Valparaíso de Goiás - Vara da Infância e Juventude Cível,14,10.0,9.2,9.2,4.8,34.3,10.0,4.0
2024-01,VARJÃO,Varjão - Execução Penal/EXECPENWEB,0,0.0,1.4,1.4,-1.4,,1.2,-1.2
2024-02,VARJÃO,Varjão - Execução Penal/EXECPENWEB,0,0.0,2.5,2.5,-2.5,,1.2,-1.2
2024-03,VARJÃO,Varjão - Execução Penal/EXECPENWEB,0,0.0,2.7,2.7,-2.7,,1.2,-1.2
2024-04,VARJÃO,Varjão - Execução Penal/EXECPENWEB,0,0.0,2.6,2.6,-2.6,,1.2,-1.2
2024-05,VARJÃO,Varjão - Execução Penal/EXECPENWEB,0,0.0,3.4,3.4,-3.4,,1.2,-1.2
2024-06,VARJÃO,Varjão - Execução Penal/EXECPENWEB,0,0.0,4.1,4.1,-4.1,,1.2,-1.2
2024-07,VARJÃO,Varjão - Execução Penal/EXECPENWEB,0,0.0,2.5,2.5,-2.5,,1.2,-1.2
2024-08,VARJÃO,Varjão - Execução Penal/EXECPENWEB,0,0.0,4.0,4.0,-4.0,,1.2,-1.2
2024-09,VARJÃO,Varjão - Execução Penal/EXECPENWEB,0,0.0,3.6,3.6,-3.6,,1.2,-1.2
2024-10,VARJÃO,Varjão - Execução Penal/EXECPENWEB,0,0.0,2.2,2.2,-2.2,,1.2,-1.2
2024-11,VARJÃO,Varjão - Execução Penal/EXECPENWEB,0,0.0,1.2,1.2,-1.2,,1.2,-1.2
2024-12,VARJÃO,Varjão - Execução Penal/EXECPENWEB,0,0.0,0.3,0.3,-0.3,,1.2,-1.2
2024-01,VARJÃO,Varjão - Juizado Especial Criminal,7,0.0,2.4,2.4,4.6,65.7,3.2,3.8
2024-02,VARJÃO,Varjão - Juizado Especial Criminal,2,3.0,6.0,6.0,-4.0,200.0,5.1,-3.1
2024-03,VARJÃO,Varjão - Juizado Especial Criminal,3,3.0,4.3,4.3,-1.3,43.3,4.3,-1.3
2024-04,VARJÃO,Varjão - Juizado Especial Criminal,5,7.0,5.6,5.6,-0.6,12.0,4.5,0.5
2024-05,VARJÃO,Varjão - Juizado Especial Criminal,1,6.0,6.8,6.8,-5.8,580.0,4.8,-3.8
2024-06,VARJÃO,Varjão - Juizado Especial Criminal,5,3.0,5.7,5.7,-0.7,14.0,3.8,1.2
2024-07,VARJÃO,Varjão - Juizado Especial Criminal,7,3.0,5.7,5.7,1.3,18.6,4.8,2.2
2024-08,VARJÃO,Varjão - Juizado Especial Criminal,5,0.0,6.9,6.9,-1.9,38.0,5.1,-0.1
2024-09,VARJÃO,Varjão - Juizado Especial Criminal,6,9.0,8.5,8.5,-2.5,41.7,6.4,-0.4
2024-10,VARJÃO,Varjão - Juizado Especial Criminal,9,1.0,7.0,7.0,2.0,22.2,6.3,2.7
2024-11,VARJÃO,Varjão - Juizado Especial Criminal,7,4.0,6.8,6.8,0.2,2.9,7.4,-0.4
2024-12,VARJÃO,Varjão - Juizado Especial Criminal,1,1.0,5.7,5.7,-4.7,470.0,7.1,-6.1
2024-01,VARJÃO,Varjão - Juizado Especial Cível,3,2.0,2.7,2.7,0.3,10.0,3.8,-0.8
2024-02,VARJÃO,Varjão - Juizado Especial Cível,1,3.0,4.5,4.5,-3.5,350.0,4.2,-3.2
2024-03,VARJÃO,Varjão - Juizado Especial Cível,2,6.0,4.0,4.0,-2.0,100.0,2.9,-0.9
2024-04,VARJÃO,Varjão - Juizado Especial Cível,6,1.0,4.1,4.1,1.9,31.7,3.5,2.5
2024-05,VARJÃO,Varjão - Juizado Especial Cível,10,3.0,5.8,5.8,4.2,42.0,4.8,5.2
2024-06,VARJÃO,Varjão - Juizado Especial Cível,12,3.0,8.1,8.1,3.9,32.5,7.3,4.7
2024-07,VARJÃO,Varjão - Juizado Especial Cível,2,7.0,9.4,9.4,-7.4,370.0,9.0,-7.0
2024-08,VARJÃO,Varjão - Juizado Especial Cível,4,1.0,6.2,6.2,-2.2,55.0,6.7,-2.7
2024-09,VARJÃO,Varjão - Juizado Especial Cível,2,0.0,6.1,6.1,-4.1,205.0,6.1,-4.1
2024-10,VARJÃO,Varjão - Juizado Especial Cível,3,4.0,4.6,4.6,-1.6,53.3,4.3,-1.3
2024-11,VARJÃO,Varjão - Juizado Especial Cível,11,6.0,4.5,4.5,6.5,59.1,4.5,6.5
2024-12,VARJÃO,Varjão - Juizado Especial Cível,1,1.0,4.3,4.3,-3.3,330.0,7.1,-6.1
2024-01,VARJÃO,Varjão - Juizado das Fazendas Públicas,0,11.0,2.5,2.5,-2.5,,1.4,-1.4
2024-02,VARJÃO,Varjão - Juizado das Fazendas Públicas,1,3.0,2.8,2.8,-1.8,180.0,1.3,-0.3
2024-03,VARJÃO,Varjão - Juizado das Fazendas Públicas,0,8.0,3.6,3.6,-3.6,,1.6,-1.6
2024-04,VARJÃO,Varjão - Juizado das Fazendas Públicas,0,3.0,2.6,2.6,-2.6,,1.3,-1.3
2024-05,VARJÃO,Varjão - Juizado das Fazendas Públicas,0,0.0,3.1,3.1,-3.1,,1.3,-1.3
2024-06,VARJÃO,Varjão - Juizado das Fazendas Públicas,1,0.0,3.9,3.9,-2.9,290.0,1.2,-0.2
2024-07,VARJÃO,Varjão - Juizado das Fazendas Públicas,1,0.0,2.4,2.4,-1.4,140.0,1.4,-0.4
2024-08,VARJÃO,Varjão - Juizado das Fazendas Públicas,1,0.0,4.1,4.1,-3.1,310.0,1.6,-0.6
2024-09,VARJÃO,Varjão - Juizado das Fazendas Públicas,1,2.0,4.3,4.3,-3.3,330.0,1.7,-0.7
2024-10,VARJÃO,Varjão - Juizado das Fazendas Públicas,0,1.0,2.8,2.8,-2.8,,1.7,-1.7
2024-11,VARJÃO,Varjão - Juizado das Fazendas Públicas,0,0.0,1.1,1.1,-1.1,,1.5,-1.5
2024-12,VARJÃO,Varjão - Juizado das Fazendas Públicas,0,0.0,0.1,0.1,-0.1,,1.4,-1.4
2024-01,VARJÃO,Varjão - Pai Presente,0,1.0,1.2,1.2,-1.2,,1.2,-1.2
2024-02,VARJÃO,Varjão - Pai Presente,0,0.0,2.3,2.3,-2.3,,1.2,-1.2
2024-03,VARJÃO,Varjão - Pai Presente,0,1.0,2.6,2.6,-2.6,,1.2,-1.2
2024-04,VARJÃO,Varjão - Pai Presente,0,0.0,2.3,2.3,-2.3,,1.2,-1.2
2024-05,VARJÃO,Varjão - Pai Presente,0,0.0,3.1,3.1,-3.1,,1.2,-1.2
2024-06,VARJÃO,Varjão - Pai Presente,0,0.0,3.8,3.8,-3.8,,1.2,-1.2
2024-07,VARJÃO,Varjão - Pai Presente,0,0.0,2.2,2.2,-2.2,,1.2,-1.2
2024-08,VARJÃO,Varjão - Pai Presente,0,0.0,3.7,3.7,-3.7,,1.2,-1.2
2024-09,VARJÃO,Varjão - Pai Presente,0,0.0,3.4,3.4,-3.4,,1.2,-1.2
2024-10,VARJÃO,Varjão - Pai Presente,0,0.0,1.9,1.9,-1.9,,1.2,-1.2
2024-11,VARJÃO,Varjão - Pai Presente,0,0.0,1.0,1.0,-1.0,,1.2,-1.2
2024-12,VARJÃO,Varjão - Pai Presente,0,0.0,0.0,0.0,0.0,,1.2,-1.2
2024-01,VARJÃO,Varjão - Vara Criminal,16,10.0,12.6,12.6,3.4,21.2,12.5,3.5
2024-02,VARJÃO,Varjão - Vara Criminal,9,7.0,15.1,15.1,-6.1,67.8,14.3,-5.3
2024-03,VARJÃO,Varjão - Vara Criminal,14,8.0,12.2,12.2,1.8,12.9,12.8,1.2
2024-04,VARJÃO,Varjão - Vara Criminal,5,9.0,14.5,14.5,-9.5,190.0,13.8,-8.8
2024-05,VARJÃO,Varjão - Vara Criminal,12,13.0,10.6,10.6,1.4,11.7,9.9,2.1
2024-06,VARJÃO,Varjão - Vara Criminal,9,17.0,14.4,14.4,-5.4,60.0,11.8,-2.8
2024-07,VARJÃO,Varjão - Vara Criminal,13,8.0,10.2,10.2,2.8,21.5,10.1,2.9
2024-08,VARJÃO,Varjão - Vara Criminal,15,10.0,15.0,15.0,0.0,0.0,12.7,2.3
2024-09,VARJÃO,Varjão - Vara Criminal,10,15.0,15.5,15.5,-5.5,55.0,13.3,-3.3
2024-10,VARJÃO,Varjão - Vara Criminal,16,18.0,13.3,13.3,2.7,16.9,12.2,3.8
2024-11,VARJÃO,Varjão - Vara Criminal,8,14.0,14.2,14.2,-6.2,77.5,14.1,-6.1
2024-12,VARJÃO,Varjão - Vara Criminal,7,11.0,8.8,8.8,-1.8,25.7,10.6,-3.6
2024-01,VARJÃO,Varjão - Vara Cível,4,2.0,4.8,4.8,-0.8,20.0,6.8,-2.8
2024-02,VARJÃO,Varjão - Vara Cível,3,2.0,6.5,6.5,-3.5,116.7,6.4,-3.4
2024-03,VARJÃO,Varjão - Vara Cível,7,6.0,6.4,6.4,0.6,8.6,5.1,1.9
2024-04,VARJÃO,Varjão - Vara Cível,5,4.0,7.0,7.0,-2.0,40.0,6.1,-1.1
2024-05,VARJÃO,Varjão - Vara Cível,10,6.0,7.5,7.5,2.5,25.0,6.2,3.8
2024-06,VARJÃO,Varjão - Vara Cível,4,3.0,10.2,10.2,-6.2,155.0,7.9,-3.9
2024-07,VARJÃO,Varjão - Vara Cível,8,5.0,6.2,6.2,1.8,22.5,6.8,1.2
2024-08,VARJÃO,Varjão - Vara Cível,6,17.0,10.9,10.9,-4.9,81.7,7.6,-1.6
2024-09,VARJÃO,Varjão - Vara Cível,3,8.0,8.6,8.6,-5.6,186.7,7.0,-4.0
2024-10,VARJÃO,Varjão - Vara Cível,6,6.0,6.0,6.0,0.0,0.0,6.3,-0.3
2024-11,VARJÃO,Varjão - Vara Cível,6,8.0,6.2,6.2,-0.2,3.3,6.2,-0.2
2024-12,VARJÃO,Varjão - Vara Cível,3,3.0,4.4,4.4,-1.4,46.7,6.1,-3.1
2024-01,VARJÃO,Varjão - Vara da Infância e Juventude Cível,0,0.0,1.2,1.2,-1.2,,1.2,-1.2
2024-02,VARJÃO,Varjão - Vara da Infância e Juventude Cível,1,0.0,2.3,2.3,-1.3,130.0,1.2,-0.2
2024-03,VARJÃO,Varjão - Vara da Infância e Juventude Cível,0,2.0,2.9,2.9,-2.9,,1.4,-1.4
2024-04,VARJÃO,Varjão - Vara da Infância e Juventude Cível,1,0.0,2.2,2.2,-1.2,120.0,1.3,-0.3
2024-05,VARJÃO,Varjão - Vara da Infância e Juventude Cível,0,3.0,3.8,3.8,-3.8,,1.5,-1.5
2024-06,VARJÃO,Varjão - Vara da Infância e Juventude Cível,3,0.0,3.7,3.7,-0.7,23.3,1.3,1.7
2024-07,VARJÃO,Varjão - Vara da Infância e Juventude Cível,0,0.0,3.0,3.0,-3.0,,2.3,-2.3
2024-08,VARJÃO,Varjão - Vara da Infância e Juventude Cível,0,0.0,3.4,3.4,-3.4,,1.6,-1.6
2024-09,VARJÃO,Varjão - Vara da Infância e Juventude Cível,0,0.0,3.2,3.2,-3.2,,1.6,-1.6
2024-10,VARJÃO,Varjão - Vara da Infância e Juventude Cível,1,0.0,2.1,2.1,-1.1,110.0,1.3,-0.3
2024-11,VARJÃO,Varjão - Vara da Infância e Juventude Cível,0,0.0,1.2,1.2,-1.2,,1.5,-1.5
2024-12,VARJÃO,Varjão - Vara da Infância e Juventude Cível,0,0.0,0.1,0.1,-0.1,,1.4,-1.4
2024-01,VARJÃO,Varjão - Vara da Infância e Juventude Infracional,1,0.0,1.6,1.6,-0.6,60.0,1.2,-0.2
2024-02,VARJÃO,Varjão - Vara da Infância e Juventude Infracional,0,1.0,3.0,3.0,-3.0,,1.4,-1.4
2024-03,VARJÃO,Varjão - Vara da Infância e Juventude Infracional,1,1.0,2.8,2.8,-1.8,180.0,1.3,-0.3
2024-04,VARJÃO,Varjão - Vara da Infância e Juventude Infracional,1,3.0,3.3,3.3,-2.3,230.0,1.6,-0.6
2024-05,VARJÃO,Varjão - Vara da Infância e Juventude Infracional,0,1.0,3.8,3.8,-3.8,,1.6,-1.6
2024-06,VARJÃO,Varjão - Vara da Infância e Juventude Infracional,0,1.0,4.3,4.3,-4.3,,1.5,-1.5
2024-07,VARJÃO,Varjão - Vara da Infância e Juventude Infracional,2,1.0,2.6,2.6,-0.6,30.0,1.3,0.7
2024-08,VARJÃO,Varjão - Vara da Infância e Juventude Infracional,2,1.0,4.5,4.5,-2.5,125.0,1.9,0.1
2024-09,VARJÃO,Varjão - Vara da Infância e Juventude Infracional,0,0.0,4.3,4.3,-4.3,,2.2,-2.2
2024-10,VARJÃO,Varjão - Vara da Infância e Juventude Infracional,1,0.0,2.4,2.4,-1.4,140.0,1.7,-0.7
2024-11,VARJÃO,Varjão - Vara da Infância e Juventude Infracional,1,0.0,1.7,1.7,-0.7,70.0,1.8,-0.8
2024-12,VARJÃO,Varjão - Vara da Infância e Juventude Infracional,0,0.0,0.7,0.7,-0.7,,1.7,-1.7
2024-01,VARJÃO,Varjão - Vara das Fazendas Públicas,17,10.0,15.4,15.4,1.6,9.4,18.7,-1.7
2024-02,VARJÃO,Varjão - Vara das Fazendas Públicas,13,9.0,18.5,18.5,-5.5,42.3,16.9,-3.9
2024-03,VARJÃO,Varjão - Vara das Fazendas Públicas,22,18.0,17.7,17.7,4.3,19.5,17.4,4.6
2024-04,VARJÃO,Varjão - Vara das Fazendas Públicas,13,16.0,19.8,19.8,-6.8,52.3,17.4,-4.4
2024-05,VARJÃO,Varjão - Vara das Fazendas Públicas,21,11.0,15.8,15.8,5.2,24.8,15.2,5.8
2024-06,VARJÃO,Varjão - Vara das Fazendas Públicas,22,14.0,21.0,21.0,1.0,4.5,19.4,2.6
2024-07,VARJÃO,Varjão - Vara das Fazendas Públicas,20,9.0,18.7,18.7,1.3,6.5,19.7,0.3
2024-08,VARJÃO,Varjão - Vara das Fazendas Públicas,17,22.0,24.0,24.0,-7.0,41.2,20.3,-3.3
2024-09,VARJÃO,Varjão - Vara das Fazendas Públicas,31,37.0,23.4,23.4,7.6,24.5,19.6,11.4
2024-10,VARJÃO,Varjão - Vara das Fazendas Públicas,11,30.0,23.8,23.8,-12.8,116.4,22.8,-11.8
2024-11,VARJÃO,Varjão - Vara das Fazendas Públicas,15,17.0,13.1,13.1,1.9,12.7,18.7,-3.7
2024-12,VARJÃO,Varjão - Vara das Fazendas Públicas,17,14.0,14.0,14.0,3.0,17.6,17.1,-0.1
2024-01,VARJÃO,Varjão - Vara de Família e Sucessões,13,7.0,8.8,8.8,4.2,32.3,9.8,3.2
2024-02,VARJÃO,Varjão - Vara de Família e Sucessões,9,9.0,11.3,11.3,-2.3,25.6,11.1,-2.1
2024-03,VARJÃO,Varjão - Vara de Família e Sucessões,9,6.0,10.4,10.4,-1.4,15.6,10.4,-1.4
2024-04,VARJÃO,Varjão - Vara de Família e Sucessões,7,4.0,10.9,10.9,-3.9,55.7,10.4,-3.4
2024-05,VARJÃO,Varjão - Vara de Família e Sucessões,10,7.0,10.8,10.8,-0.8,8.0,9.1,0.9
2024-06,VARJÃO,Varjão - Vara de Família e Sucessões,6,7.0,12.5,12.5,-6.5,108.3,9.9,-3.9
2024-07,VARJÃO,Varjão - Vara de Família e Sucessões,6,10.0,9.3,9.3,-3.3,55.0,9.2,-3.2
2024-08,VARJÃO,Varjão - Vara de Família e Sucessões,6,12.0,10.8,10.8,-4.8,80.0,8.2,-2.2
2024-09,VARJÃO,Varjão - Vara de Família e Sucessões,7,10.0,10.4,10.4,-3.4,48.6,7.7,-0.7
2024-10,VARJÃO,Varjão - Vara de Família e Sucessões,5,14.0,9.4,9.4,-4.4,88.0,7.8,-2.8
2024-11,VARJÃO,Varjão - Vara de Família e Sucessões,9,7.0,6.8,6.8,2.2,24.4,6.9,2.1
2024-12,VARJÃO,Varjão - Vara de Família e Sucessões,6,8.0,7.1,7.1,-1.1,18.3,7.8,-1.8
2024-01,VIANÓPOLIS,Vianópolis - Execução Penal/EXECPENWEB,0,0.0,1.4,1.4,-1.4,,1.2,-1.2
2024-02,VIANÓPOLIS,Vianópolis - Execução Penal/EXECPENWEB,0,0.0,2.5,2.5,-2.5,,1.2,-1.2
2024-03,VIANÓPOLIS,Vianópolis - Execução Penal/EXECPENWEB,0,0.0,2.7,2.7,-2.7,,1.2,-1.2
2024-04,VIANÓPOLIS,Vianópolis - Execução Penal/EXECPENWEB,0,0.0,2.6,2.6,-2.6,,1.2,-1.2
2024-05,VIANÓPOLIS,Vianópolis - Execução Penal/EXECPENWEB,0,0.0,3.4,3.4,-3.4,,1.2,-1.2
2024-06,VIANÓPOLIS,Vianópolis - Execução Penal/EXECPENWEB,0,0.0,4.1,4.1,-4.1,,1.2,-1.2
2024-07,VIANÓPOLIS,Vianópolis - Execução Penal/EXECPENWEB,0,0.0,2.5,2.5,-2.5,,1.2,-1.2
2024-08,VIANÓPOLIS,Vianópolis - Execução Penal/EXECPENWEB,0,0.0,4.0,4.0,-4.0,,1.2,-1.2
2024-09,VIANÓPOLIS,Vianópolis - Execução Penal/EXECPENWEB,0,0.0,3.6,3.6,-3.6,,1.2,-1.2
2024-10,VIANÓPOLIS,Vianópolis - Execução Penal/EXECPENWEB,0,0.0,2.2,2.2,-2.2,,1.2,-1.2
2024-11,VIANÓPOLIS,Vianópolis - Execução Penal/EXECPENWEB,0,0.0,1.2,1.2,-1.2,,1.2,-1.2
2024-12,VIANÓPOLIS,Vianópolis - Execução Penal/EXECPENWEB,0,0.0,0.3,0.3,-0.3,,1.2,-1.2
2024-01,VIANÓPOLIS,Vianópolis - Juizado Especial Criminal,5,8.0,5.5,5.5,-0.5,10.0,4.8,0.2
2024-02,VIANÓPOLIS,Vianópolis - Juizado Especial Criminal,3,4.0,6.9,6.9,-3.9,130.0,5.3,-2.3
2024-03,VIANÓPOLIS,Vianópolis - Juizado Especial Criminal,4,5.0,6.2,6.2,-2.2,55.0,5.0,-1.0
2024-04,VIANÓPOLIS,Vianópolis - Juizado Especial Criminal,11,10.0,6.9,6.9,4.1,37.3,5.0,6.0
2024-05,VIANÓPOLIS,Vianópolis - Juizado Especial Criminal,13,7.0,8.5,8.5,4.5,34.6,7.2,5.8
2024-06,VIANÓPOLIS,Vianópolis - Juizado Especial Criminal,9,1.0,10.3,10.3,-1.3,14.4,10.0,-1.0
2024-07,VIANÓPOLIS,Vianópolis - Juizado Especial Criminal,6,2.0,10.1,10.1,-4.1,68.3,10.0,-4.0
2024-08,VIANÓPOLIS,Vianópolis - Juizado Especial Criminal,7,5.0,10.0,10.0,-3.0,42.9,8.5,-1.5
