ANO_MES,COMARCA,SERVENTIA,novos_casos,previsto_m3_lgbm,erro_lgbm
2025-01,AURILÂNDIA,Aurilândia - Vara das Fazendas Públicas,0,9.4,-9.4
2025-02,AURILÂNDIA,Aurilândia - Vara das Fazendas Públicas,0,6.0,-6.0
2025-03,AURILÂNDIA,Aurilândia - Vara das Fazendas Públicas,0,3.5,-3.5
2025-04,AURILÂNDIA,Aurilândia - Vara das Fazendas Públicas,0,2.6,-2.6
2025-05,AURILÂNDIA,Aurilândia - Vara das Fazendas Públicas,0,2.4,-2.4
2025-06,AURILÂNDIA,Aurilândia - Vara das Fazendas Públicas,0,1.9,-1.9
2025-07,AURILÂNDIA,Aurilândia - Vara das Fazendas Públicas,0,1.8,-1.8
2025-08,AURILÂNDIA,Aurilândia - Vara das Fazendas Públicas,0,1.4,-1.4
2025-09,AURILÂNDIA,Aurilândia - Vara das Fazendas Públicas,0,1.0,-1.0
2025-10,AURILÂNDIA,Aurilândia - Vara das Fazendas Públicas,0,1.1,-1.1
2025-11,AURILÂNDIA,Aurilândia - Vara das Fazendas Públicas,0,0.8,-0.8
2025-12,AURILÂNDIA,Aurilândia - Vara das Fazendas Públicas,0,0.8,-0.8
2025-01,AURILÂNDIA,Aurilândia - Vara de Família e Sucessões,0,3.0,-3.0
2025-02,AURILÂNDIA,Aurilândia - Vara de Família e Sucessões,0,2.2,-2.2
2025-03,AURILÂNDIA,Aurilândia - Vara de Família e Sucessões,0,1.5,-1.5
2025-04,AURILÂNDIA,Aurilândia - Vara de Família e Sucessões,0,1.1,-1.1
2025-05,AURILÂNDIA,Aurilândia - Vara de Família e Sucessões,0,1.1,-1.1
2025-06,AURILÂNDIA,Aurilândia - Vara de Família e Sucessões,0,1.0,-1.0
2025-07,AURILÂNDIA,Aurilândia - Vara de Família e Sucessões,0,0.8,-0.8
2025-08,AURILÂNDIA,Aurilândia - Vara de Família e Sucessões,0,0.8,-0.8
2025-09,AURILÂNDIA,Aurilândia - Vara de Família e Sucessões,0,0.8,-0.8
2025-10,AURILÂNDIA,Aurilândia - Vara de Família e Sucessões,0,0.8,-0.8
2025-11,AURILÂNDIA,Aurilândia - Vara de Família e Sucessões,0,0.8,-0.8
2025-12,AURILÂNDIA,Aurilândia - Vara de Família e Sucessões,0,0.8,-0.8
2025-01,BARRO ALTO,Barro Alto - Execução Penal/EXECPENWEB,0,0.8,-0.8
2025-02,BARRO ALTO,Barro Alto - Execução Penal/EXECPENWEB,0,0.8,-0.8
2025-03,BARRO ALTO,Barro Alto - Execução Penal/EXECPENWEB,0,0.8,-0.8
2025-04,BARRO ALTO,Barro Alto - Execução Penal/EXECPENWEB,0,0.8,-0.8
2025-05,BARRO ALTO,Barro Alto - Execução Penal/EXECPENWEB,0,0.8,-0.8
2025-06,BARRO ALTO,Barro Alto - Execução Penal/EXECPENWEB,0,0.8,-0.8
2025-07,BARRO ALTO,Barro Alto - Execução Penal/EXECPENWEB,0,0.8,-0.8
2025-08,BARRO ALTO,Barro Alto - Execução Penal/EXECPENWEB,0,0.8,-0.8
2025-09,BARRO ALTO,Barro Alto - Execução Penal/EXECPENWEB,0,0.8,-0.8
2025-10,BARRO ALTO,Barro Alto - Execução Penal/EXECPENWEB,0,0.8,-0.8
2025-11,BARRO ALTO,Barro Alto - Execução Penal/EXECPENWEB,0,0.8,-0.8
2025-12,BARRO ALTO,Barro Alto - Execução Penal/EXECPENWEB,0,0.8,-0.8
2025-01,BARRO ALTO,Barro Alto - Juizado Especial Criminal,10,4.4,5.6
2025-02,BARRO ALTO,Barro Alto - Juizado Especial Criminal,7,6.8,0.2
2025-03,BARRO ALTO,Barro Alto - Juizado Especial Criminal,5,6.5,-1.5
2025-04,BARRO ALTO,Barro Alto - Juizado Especial Criminal,2,6.3,-4.3
2025-05,BARRO ALTO,Barro Alto - Juizado Especial Criminal,4,4.7,-0.7
2025-06,BARRO ALTO,Barro Alto - Juizado Especial Criminal,2,4.4,-2.4
2025-07,BARRO ALTO,Barro Alto - Juizado Especial Criminal,6,3.6,2.4
2025-08,BARRO ALTO,Barro Alto - Juizado Especial Criminal,13,5.4,7.6
2025-09,BARRO ALTO,Barro Alto - Juizado Especial Criminal,5,8.7,-3.7
2025-10,BARRO ALTO,Barro Alto - Juizado Especial Criminal,2,7.1,-5.1
2025-11,BARRO ALTO,Barro Alto - Juizado Especial Criminal,4,6.0,-2.0
2025-12,BARRO ALTO,Barro Alto - Juizado Especial Criminal,1,4.8,-3.8
2025-01,BARRO ALTO,Barro Alto - Juizado Especial Cível,6,2.8,3.2
2025-02,BARRO ALTO,Barro Alto - Juizado Especial Cível,5,4.5,0.5
2025-03,BARRO ALTO,Barro Alto - Juizado Especial Cível,10,4.9,5.1
2025-04,BARRO ALTO,Barro Alto - Juizado Especial Cível,5,7.1,-2.1
2025-05,BARRO ALTO,Barro Alto - Juizado Especial Cível,10,6.3,3.7
2025-06,BARRO ALTO,Barro Alto - Juizado Especial Cível,4,7.8,-3.8
2025-07,BARRO ALTO,Barro Alto - Juizado Especial Cível,3,6.5,-3.5
2025-08,BARRO ALTO,Barro Alto - Juizado Especial Cível,9,5.4,3.6
2025-09,BARRO ALTO,Barro Alto - Juizado Especial Cível,7,7.3,-0.3
2025-10,BARRO ALTO,Barro Alto - Juizado Especial Cível,4,7.2,-3.2
2025-11,BARRO ALTO,Barro Alto - Juizado Especial Cível,11,6.4,4.6
2025-12,BARRO ALTO,Barro Alto - Juizado Especial Cível,2,7.6,-5.6
2025-01,BARRO ALTO,Barro Alto - Juizado das Fazendas Públicas,0,1.3,-1.3
2025-02,BARRO ALTO,Barro Alto - Juizado das Fazendas Públicas,2,1.1,0.9
2025-03,BARRO ALTO,Barro Alto - Juizado das Fazendas Públicas,2,1.8,0.2
2025-04,BARRO ALTO,Barro Alto - Juizado das Fazendas Públicas,1,1.8,-0.8
2025-05,BARRO ALTO,Barro Alto - Juizado das Fazendas Públicas,0,1.9,-1.9
2025-06,BARRO ALTO,Barro Alto - Juizado das Fazendas Públicas,4,1.3,2.7
2025-07,BARRO ALTO,Barro Alto - Juizado das Fazendas Públicas,1,2.7,-1.7
2025-08,BARRO ALTO,Barro Alto - Juizado das Fazendas Públicas,4,2.1,1.9
2025-09,BARRO ALTO,Barro Alto - Juizado das Fazendas Públicas,3,3.6,-0.6
2025-10,BARRO ALTO,Barro Alto - Juizado das Fazendas Públicas,1,3.1,-2.1
2025-11,BARRO ALTO,Barro Alto - Juizado das Fazendas Públicas,2,2.8,-0.8
2025-12,BARRO ALTO,Barro Alto - Juizado das Fazendas Públicas,8,2.9,5.1
2025-01,BARRO ALTO,Barro Alto - Vara Criminal,47,35.3,11.7
2025-02,BARRO ALTO,Barro Alto - Vara Criminal,20,39.9,-19.9
2025-03,BARRO ALTO,Barro Alto - Vara Criminal,40,32.1,7.9
2025-04,BARRO ALTO,Barro Alto - Vara Criminal,22,34.6,-12.6
2025-05,BARRO ALTO,Barro Alto - Vara Criminal,30,27.6,2.4
2025-06,BARRO ALTO,Barro Alto - Vara Criminal,31,31.2,-0.2
2025-07,BARRO ALTO,Barro Alto - Vara Criminal,31,28.9,2.1
2025-08,BARRO ALTO,Barro Alto - Vara Criminal,22,30.7,-8.7
2025-09,BARRO ALTO,Barro Alto - Vara Criminal,20,26.6,-6.6
2025-10,BARRO ALTO,Barro Alto - Vara Criminal,26,24.5,1.5
2025-11,BARRO ALTO,Barro Alto - Vara Criminal,26,24.2,1.8
2025-12,BARRO ALTO,Barro Alto - Vara Criminal,12,23.4,-11.4
2025-01,BARRO ALTO,Barro Alto - Vara Cível,19,4.5,14.5
2025-02,BARRO ALTO,Barro Alto - Vara Cível,21,11.1,9.9
2025-03,BARRO ALTO,Barro Alto - Vara Cível,18,14.6,3.4
2025-04,BARRO ALTO,Barro Alto - Vara Cível,14,17.5,-3.5
2025-05,BARRO ALTO,Barro Alto - Vara Cível,22,14.5,7.5
2025-06,BARRO ALTO,Barro Alto - Vara Cível,27,16.7,10.3
2025-07,BARRO ALTO,Barro Alto - Vara Cível,16,21.7,-5.7
2025-08,BARRO ALTO,Barro Alto - Vara Cível,25,19.3,5.7
2025-09,BARRO ALTO,Barro Alto - Vara Cível,23,21.9,1.1
2025-10,BARRO ALTO,Barro Alto - Vara Cível,10,21.2,-11.2
2025-11,BARRO ALTO,Barro Alto - Vara Cível,13,17.9,-4.9
2025-12,BARRO ALTO,Barro Alto - Vara Cível,29,13.9,15.1
2025-01,BARRO ALTO,Barro Alto - Vara da Infância e Juventude Cível,0,1.7,-1.7
2025-02,BARRO ALTO,Barro Alto - Vara da Infância e Juventude Cível,2,1.3,0.7
2025-03,BARRO ALTO,Barro Alto - Vara da Infância e Juventude Cível,1,1.8,-0.8
2025-04,BARRO ALTO,Barro Alto - Vara da Infância e Juventude Cível,1,1.4,-0.4
2025-05,BARRO ALTO,Barro Alto - Vara da Infância e Juventude Cível,1,1.5,-0.5
2025-06,BARRO ALTO,Barro Alto - Vara da Infância e Juventude Cível,1,1.4,-0.4
2025-07,BARRO ALTO,Barro Alto - Vara da Infância e Juventude Cível,3,1.4,1.6
2025-08,BARRO ALTO,Barro Alto - Vara da Infância e Juventude Cível,0,2.5,-2.5
2025-09,BARRO ALTO,Barro Alto - Vara da Infância e Juventude Cível,1,1.5,-0.5
2025-10,BARRO ALTO,Barro Alto - Vara da Infância e Juventude Cível,0,1.5,-1.5
2025-11,BARRO ALTO,Barro Alto - Vara da Infância e Juventude Cível,1,1.1,-0.1
2025-12,BARRO ALTO,Barro Alto - Vara da Infância e Juventude Cível,1,1.4,-0.4
2025-01,BARRO ALTO,Barro Alto - Vara da Infância e Juventude Infracional,4,1.4,2.6
2025-02,BARRO ALTO,Barro Alto - Vara da Infância e Juventude Infracional,1,2.7,-1.7
2025-03,BARRO ALTO,Barro Alto - Vara da Infância e Juventude Infracional,1,2.2,-1.2
2025-04,BARRO ALTO,Barro Alto - Vara da Infância e Juventude Infracional,0,2.3,-2.3
2025-05,BARRO ALTO,Barro Alto - Vara da Infância e Juventude Infracional,3,1.3,1.7
2025-06,BARRO ALTO,Barro Alto - Vara da Infância e Juventude Infracional,1,2.0,-1.0
2025-07,BARRO ALTO,Barro Alto - Vara da Infância e Juventude Infracional,2,1.7,0.3
2025-08,BARRO ALTO,Barro Alto - Vara da Infância e Juventude Infracional,0,2.6,-2.6
2025-09,BARRO ALTO,Barro Alto - Vara da Infância e Juventude Infracional,3,1.3,1.7
2025-10,BARRO ALTO,Barro Alto - Vara da Infância e Juventude Infracional,1,2.5,-1.5
2025-11,BARRO ALTO,Barro Alto - Vara da Infância e Juventude Infracional,0,1.8,-1.8
2025-12,BARRO ALTO,Barro Alto - Vara da Infância e Juventude Infracional,2,1.5,0.5
2025-01,BARRO ALTO,Barro Alto - Vara das Fazendas Públicas,2,7.1,-5.1
2025-02,BARRO ALTO,Barro Alto - Vara das Fazendas Públicas,4,5.7,-1.7
2025-03,BARRO ALTO,Barro Alto - Vara das Fazendas Públicas,2,4.9,-2.9
2025-04,BARRO ALTO,Barro Alto - Vara das Fazendas Públicas,2,4.0,-2.0
2025-05,BARRO ALTO,Barro Alto - Vara das Fazendas Públicas,12,3.8,8.2
2025-06,BARRO ALTO,Barro Alto - Vara das Fazendas Públicas,6,7.9,-1.9
2025-07,BARRO ALTO,Barro Alto - Vara das Fazendas Públicas,9,7.0,2.0
2025-08,BARRO ALTO,Barro Alto - Vara das Fazendas Públicas,12,7.8,4.2
2025-09,BARRO ALTO,Barro Alto - Vara das Fazendas Públicas,9,9.2,-0.2
2025-10,BARRO ALTO,Barro Alto - Vara das Fazendas Públicas,13,8.9,4.1
2025-11,BARRO ALTO,Barro Alto - Vara das Fazendas Públicas,7,11.4,-4.4
2025-12,BARRO ALTO,Barro Alto - Vara das Fazendas Públicas,3,8.8,-5.8
2025-01,BARRO ALTO,Barro Alto - Vara de Família e Sucessões,14,6.9,7.1
2025-02,BARRO ALTO,Barro Alto - Vara de Família e Sucessões,7,9.8,-2.8
2025-03,BARRO ALTO,Barro Alto - Vara de Família e Sucessões,17,8.4,8.6
2025-04,BARRO ALTO,Barro Alto - Vara de Família e Sucessões,11,12.7,-1.7
2025-05,BARRO ALTO,Barro Alto - Vara de Família e Sucessões,18,10.8,7.2
2025-06,BARRO ALTO,Barro Alto - Vara de Família e Sucessões,12,13.9,-1.9
2025-07,BARRO ALTO,Barro Alto - Vara de Família e Sucessões,11,12.8,-1.8
2025-08,BARRO ALTO,Barro Alto - Vara de Família e Sucessões,6,12.1,-6.1
2025-09,BARRO ALTO,Barro Alto - Vara de Família e Sucessões,15,10.0,5.0
2025-10,BARRO ALTO,Barro Alto - Vara de Família e Sucessões,10,11.7,-1.7
2025-11,BARRO ALTO,Barro Alto - Vara de Família e Sucessões,10,10.2,-0.2
2025-12,BARRO ALTO,Barro Alto - Vara de Família e Sucessões,8,10.6,-2.6
2025-01,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Execução Penal/EXECPENWEB,0,0.8,-0.8
2025-02,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Execução Penal/EXECPENWEB,0,0.8,-0.8
2025-03,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Execução Penal/EXECPENWEB,0,0.8,-0.8
2025-04,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Execução Penal/EXECPENWEB,0,0.8,-0.8
2025-05,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Execução Penal/EXECPENWEB,0,0.8,-0.8
2025-06,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Execução Penal/EXECPENWEB,0,0.8,-0.8
2025-07,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Execução Penal/EXECPENWEB,0,0.8,-0.8
2025-08,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Execução Penal/EXECPENWEB,0,0.8,-0.8
2025-09,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Execução Penal/EXECPENWEB,0,0.8,-0.8
2025-10,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Execução Penal/EXECPENWEB,0,0.8,-0.8
2025-11,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Execução Penal/EXECPENWEB,0,0.8,-0.8
2025-12,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Execução Penal/EXECPENWEB,0,0.8,-0.8
2025-01,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Juizado Especial Criminal,7,8.2,-1.2
2025-02,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Juizado Especial Criminal,22,8.0,14.0
2025-03,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Juizado Especial Criminal,13,13.9,-0.9
2025-04,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Juizado Especial Criminal,5,13.2,-8.2
2025-05,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Juizado Especial Criminal,11,10.8,0.2
2025-06,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Juizado Especial Criminal,13,10.2,2.8
2025-07,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Juizado Especial Criminal,4,11.1,-7.1
2025-08,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Juizado Especial Criminal,13,9.1,3.9
2025-09,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Juizado Especial Criminal,11,11.0,0.0
2025-10,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Juizado Especial Criminal,14,9.7,4.3
2025-11,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Juizado Especial Criminal,9,12.2,-3.2
2025-12,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Juizado Especial Criminal,9,10.7,-1.7
2025-01,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Juizado Especial Cível,42,15.0,27.0
2025-02,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Juizado Especial Cível,57,27.0,30.0
2025-03,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Juizado Especial Cível,52,44.6,7.4
2025-04,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Juizado Especial Cível,85,47.1,37.9
2025-05,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Juizado Especial Cível,108,59.5,48.5
2025-06,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Juizado Especial Cível,146,68.8,77.2
2025-07,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Juizado Especial Cível,87,99.7,-12.7
2025-08,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Juizado Especial Cível,110,86.9,23.1
2025-09,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Juizado Especial Cível,98,89.9,8.1
2025-10,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Juizado Especial Cível,94,87.5,6.5
2025-11,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Juizado Especial Cível,71,86.9,-15.9
2025-12,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Juizado Especial Cível,73,68.7,4.3
2025-01,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Juizado das Fazendas Públicas,11,5.9,5.1
2025-02,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Juizado das Fazendas Públicas,19,7.8,11.2
2025-03,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Juizado das Fazendas Públicas,17,12.7,4.3
2025-04,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Juizado das Fazendas Públicas,6,13.5,-7.5
2025-05,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Juizado das Fazendas Públicas,17,11.2,5.8
2025-06,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Juizado das Fazendas Públicas,3,13.6,-10.6
2025-07,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Juizado das Fazendas Públicas,4,8.8,-4.8
2025-08,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Juizado das Fazendas Públicas,8,8.7,-0.7
2025-09,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Juizado das Fazendas Públicas,25,8.0,17.0
2025-10,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Juizado das Fazendas Públicas,4,14.9,-10.9
2025-11,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Juizado das Fazendas Públicas,8,10.4,-2.4
2025-12,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Juizado das Fazendas Públicas,6,10.3,-4.3
2025-01,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Pai Presente,1,1.8,-0.8
2025-02,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Pai Presente,0,1.3,-1.3
2025-03,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Pai Presente,1,1.2,-0.2
2025-04,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Pai Presente,1,1.5,-0.5
2025-05,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Pai Presente,0,1.4,-1.4
2025-06,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Pai Presente,2,1.2,0.8
2025-07,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Pai Presente,3,1.7,1.3
2025-08,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Pai Presente,1,2.3,-1.3
2025-09,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Pai Presente,4,2.2,1.8
2025-10,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Pai Presente,1,3.2,-2.2
2025-11,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Pai Presente,0,2.3,-2.3
2025-12,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Pai Presente,0,2.0,-2.0
2025-01,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Vara Criminal,47,44.5,2.5
2025-02,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Vara Criminal,31,47.8,-16.8
2025-03,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Vara Criminal,42,41.3,0.7
2025-04,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Vara Criminal,67,40.6,26.4
2025-05,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Vara Criminal,52,52.2,-0.2
2025-06,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Vara Criminal,52,51.6,0.4
2025-07,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Vara Criminal,35,52.3,-17.3
2025-08,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Vara Criminal,53,44.3,8.7
2025-09,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Vara Criminal,37,46.9,-9.9
2025-10,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Vara Criminal,54,43.0,11.0
2025-11,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Vara Criminal,35,44.5,-9.5
2025-12,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Vara Criminal,43,37.6,5.4
2025-01,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Vara Cível,52,11.6,40.4
2025-02,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Vara Cível,61,30.1,30.9
2025-03,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Vara Cível,53,42.6,10.4
2025-04,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Vara Cível,58,46.6,11.4
2025-05,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Vara Cível,55,49.3,5.7
2025-06,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Vara Cível,41,48.5,-7.5
2025-07,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Vara Cível,66,43.7,22.3
2025-08,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Vara Cível,66,52.0,14.0
2025-09,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Vara Cível,60,53.5,6.5
2025-10,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Vara Cível,114,57.3,56.7
2025-11,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Vara Cível,85,74.6,10.4
2025-12,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Vara Cível,92,66.3,25.7
2025-01,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Vara da Inf. e Juventude Infracional,0,1.8,-1.8
2025-02,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Vara da Inf. e Juventude Infracional,1,1.3,-0.3
2025-03,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Vara da Inf. e Juventude Infracional,2,1.5,0.5
2025-04,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Vara da Inf. e Juventude Infracional,1,1.7,-0.7
2025-05,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Vara da Inf. e Juventude Infracional,4,1.5,2.5
2025-06,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Vara da Inf. e Juventude Infracional,1,3.0,-2.0
2025-07,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Vara da Inf. e Juventude Infracional,0,2.3,-2.3
2025-08,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Vara da Inf. e Juventude Infracional,4,1.9,2.1
2025-09,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Vara da Inf. e Juventude Infracional,6,3.0,3.0
2025-10,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Vara da Inf. e Juventude Infracional,2,4.5,-2.5
2025-11,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Vara da Inf. e Juventude Infracional,3,4.0,-1.0
2025-12,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Vara da Inf. e Juventude Infracional,5,3.8,1.2
2025-01,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Vara da Infância e Juventude Cível,3,1.4,1.6
2025-02,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Vara da Infância e Juventude Cível,3,2.4,0.6
2025-03,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Vara da Infância e Juventude Cível,2,2.7,-0.7
2025-04,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Vara da Infância e Juventude Cível,4,2.9,1.1
2025-05,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Vara da Infância e Juventude Cível,4,3.6,0.4
2025-06,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Vara da Infância e Juventude Cível,2,4.0,-2.0
2025-07,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Vara da Infância e Juventude Cível,2,3.7,-1.7
2025-08,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Vara da Infância e Juventude Cível,1,3.0,-2.0
2025-09,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Vara da Infância e Juventude Cível,3,2.4,0.6
2025-10,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Vara da Infância e Juventude Cível,4,3.0,1.0
2025-11,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Vara da Infância e Juventude Cível,3,3.4,-0.4
2025-12,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Vara da Infância e Juventude Cível,0,3.8,-3.8
2025-01,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Vara das Fazendas Públicas,5,2.8,2.2
2025-02,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Vara das Fazendas Públicas,8,3.9,4.1
2025-03,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Vara das Fazendas Públicas,8,5.5,2.5
2025-04,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Vara das Fazendas Públicas,9,6.8,2.2
2025-05,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Vara das Fazendas Públicas,12,7.6,4.4
2025-06,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Vara das Fazendas Públicas,5,9.4,-4.4
2025-07,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Vara das Fazendas Públicas,14,7.8,6.2
2025-08,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Vara das Fazendas Públicas,15,10.9,4.1
2025-09,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Vara das Fazendas Públicas,16,12.0,4.0
2025-10,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Vara das Fazendas Públicas,15,13.5,1.5
2025-11,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Vara das Fazendas Públicas,11,13.2,-2.2
2025-12,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Vara das Fazendas Públicas,26,12.0,14.0
2025-01,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Vara de Família e Sucessões,27,14.1,12.9
2025-02,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Vara de Família e Sucessões,22,20.1,1.9
2025-03,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Vara de Família e Sucessões,31,20.4,10.6
2025-04,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Vara de Família e Sucessões,31,24.5,6.5
2025-05,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Vara de Família e Sucessões,26,24.6,1.4
2025-06,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Vara de Família e Sucessões,47,25.8,21.2
2025-07,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Vara de Família e Sucessões,27,35.6,-8.6
2025-08,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Vara de Família e Sucessões,21,30.7,-9.7
2025-09,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Vara de Família e Sucessões,29,28.2,0.8
2025-10,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Vara de Família e Sucessões,43,27.2,15.8
2025-11,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Vara de Família e Sucessões,35,31.5,3.5
2025-12,BELA VISTA DE GOIÁS,Bela Vista de Goiás - Vara de Família e Sucessões,31,30.3,0.7
2025-01,BOM JESUS,Bom Jesus - 1ª Vara Cível,47,0.8,46.2
2025-02,BOM JESUS,Bom Jesus - 1ª Vara Cível,41,24.4,16.6
